sentences,label
thank you for all your help and please include any other info.,1
your attendence at this meeting is very important.,0
"kim, could you please explain (pretent you are talking to a 4 year old) the details of the following.",1
rick / steve please check this out and provide some comments.,1
"if you have an idea, please update the curves to reflect your view.",1
Please resolve customer issues/concerns in a timely manner.,1
please contact me at (802) 2584120 or via email if you have any questions.,1
please let me know a day and time that is convenient for you.,1
i've corrected some typos in the attached redlined draft.,0
"chris, can you help karen out here?",1
alcoa aluminum there is not much news happening on the negotiating end between alcoa and bc hydro right now.,0
i am going to rent a bedroom /bath in my home.,0
"if you have any questions regarding this please feel free to ask either myself, george or charlie.",1
attached please find the updated state matrix.,1
please make corrections as you go along as well.,1
"please let me know if they meet with your approval, and i will email them to your customers.",1
please distribute this to the members of the legal team at enron.,1
for your information and please forward as you feel appropriate.,1
"karen, can you take a look at this week's market wrap?",1
to unsubscribe from these mailings please click here ?,1
"pdse will produce sponsortargeted entertainment leveraging music, media events, television commercials, television programming and filmed entertainment to facilitate global branding campaigns.",0
please let me know if you have any other questions in this regad.,1
mike's voice mail response is transcribed below.,0
can you help me figure out how to get access to this.,1
please advise me only if you are unable to attend.,1
please let me know what you find out on those.,1
"last may, 20 duke, of charlotte, n. c. , sold its 80% stake in a plant under construction in20 south texas to calpine.",0
For the trade list and a rundown please see the attached table.,1
please use this worksheet to prepare the appropriate amendment language.,1
temptation island was dumb.,0
i'm sure questions will come up regarding compensation and thought we could discuss the inevitable.,0
i have attached a preliminary schedule for your review.,0
please review and confirm via return email once approval is completed.,1
please let me know if we need to send a photographer over.,1
Please schedule conference call with your corporate lawyer Clement Abrams to discuss the current issues.,1
would you be the person i would discuss a possible interconnect with tw?,1
please let elliott or david kmow your requirements.,1
that session prompted the company to invite a law firm's investig ation.,0
